TMB_log10,TMB,H2O2_log10,H2O2
-2.7307606530633324,0.001858828604317672,-2.6842185374176935,0.0020690999136412673
-2.4242435549916923,0.0037649260042436376,-0.5419433466583095,0.2871155097309941
-0.2900791263644673,0.5127679516271791,-2.781545062001485,0.0016536931901639182
-0.184752939787022,0.65350220940714,-2.0129152693259185,0.0097069933181121
-1.7305233539567193,0.018598445483737625,-1.424012939914152,0.03766925751659589
-1.8592743563808,0.013826926161073765,-2.430634217704556,0.0037099305722848243
-2.6960707256330037,0.0020133963379685062,-0.2320973368336814,0.5860068102316998
-0.5314127776678568,0.2941624420983807,-2.458803630167323,0.00347693338317312
-1.282733953497654,0.05215140900430994,-1.7943517953383727,0.016056400954713525
-0.22848299239428105,0.590904105788822,-0.12078075974346048,0.7572150553612933
-0.6323214521163578,0.23317315436789135,-1.6934828677597664,0.020254295052853078
-1.9874913939820413,0.01029220922125399,-2.0732371943939976,0.008448173134797302
-2.5728200811400623,0.0026741140071195263,-1.5944402127891568,0.025442500235587903
-1.9187550940994096,0.012057156718715658,-0.09146459546594565,0.8100939794313312
-2.0930461273254517,0.008071492966806195,-0.9998297678055028,0.10003920509452881
-2.1910123147718044,0.006441509998328595,-2.903204037415707,0.0012496717795919899
-2.8246801411252003,0.001497338042967429,-0.878480597440769,0.13228768075917582
-2.3029908849826115,0.004977475316458501,-1.2609736816777095,0.054831019160850335
-1.4776068470615955,0.033296083572428796,-1.072394853726755,0.08464574783325894
-1.1088404223743047,0.07783224861454041,-2.959569487120584,0.0010975656657088155
-0.44110925424621916,0.3621518814218458,-0.8280635808804222,0.14857181166565428
-1.3565208573071068,0.044002681472197824,-1.5332368095121751,0.029292955408456695
-0.8650227514735205,0.13645116517665457,-1.387946658515325,0.040931092956493886
-1.5519923237827344,0.028054832248319197,-2.59528583936648,0.00253930086514253
-1.0100583795521216,0.09771058657594212,-0.6744973788611222,0.21159364557153626
-2.9207146398813326,0.0012002877122950174,-1.9042843726295664,0.012465670046264593
-1.630076098034079,0.023438180903773472,-0.6278782527243156,0.23557095755617885
-1.1987741603908255,0.06327408004947459,-0.2853566030425525,0.518374222470425
-2.510473452850665,0.003086928334802188,-2.2333839012441405,0.005842733784214803
-0.013105968574468108,0.9702731900907202,-1.2087301051239563,0.06184005894538569
-0.8156498533127108,0.15287981435937978,-2.3236935286197147,0.004745767647612623
-0.7166123550075625,0.19203820812606515,-0.4467186428827521,0.3575043718884114
