TMB_log10,TMB,H2O2_log10,H2O2
-1.3705330179652162,0.0426056290708507,-0.4994544293019363,0.3166252682194237
-0.34099324573676926,0.4560440084137928,-2.1500510644455195,0.007078625488487722
-0.1598166700556134,0.6921230771112364,-2.748681748369746,0.0017836853758943312
-2.4588071865238983,0.003476904911330196,-1.3413269788675,0.04556936964982939
-2.361570133721691,0.004349405169099113,-1.9400076522001763,0.011481333913896436
-2.190062038223992,0.006455620050194398,-2.8226839012273337,0.0015042364176818552
-0.27580509536574205,0.5299012019854358,-1.4375855600760037,0.03651021916215885
-2.116064021616282,0.007654837546378443,-0.415467838548917,0.38417770820493335
-2.5570608579245517,0.0027729315050086054,-2.2980562953813886,0.005034353467987059
-2.98099137418119,0.0010447409693274366,-0.7967393497801427,0.15968372324024346
-2.013345297892591,0.009697386430071593,-1.117724767407489,0.07625621279747546
-2.74724377809232,0.0017896010335521674,-1.6622463524566407,0.021764748222358094
-1.4418866281313034,0.036150422041233705,-2.0195967217183077,0.009558797873375931
-1.6919731298956322,0.020324827581807193,-0.025735983080979796,0.9424623654673745
-2.8230246182311416,0.0015030567620427562,-2.6402716004261255,0.0022894354307610902
-1.0876765129940855,0.08171908345100912,-1.7402064095049523,0.018188362049576814
-0.5756248469083998,0.26568996591421834,-2.4357558424950616,0.0036664364136449997
-0.866501507883354,0.13598734417553002,-0.11851130758107509,0.7611823200966428
-0.6954953497564729,0.20160655577349057,-1.8343106566940983,0.01464499889691654
-0.5334863410055299,0.2927612946267653,-0.6697993360005858,0.2138950154440317
-1.790789117792552,0.016188659263951896,-1.527404426176901,0.029689000280853254
-2.2810489930347497,0.0052354137222146505,-0.597191546974349,0.2528182687424862
-1.9246539048425064,0.011894497384587876,-2.229023048323561,0.005901697586030227
-0.3855096344029221,0.4116142159383166,-0.9414683176333369,0.11442783534173459
-1.2761150909198835,0.05295230981610312,-2.462747163837928,0.003445504616630038
-0.7550191371690818,0.17578461528311948,-1.250474127279949,0.05617277418057053
-2.6614518485154846,0.0021804601377024427,-0.24351731093767182,0.5707983237502987
-1.568427983931067,0.027012950083721884,-1.1700287111518222,0.06760382811116249
-0.9573005167035795,0.11033149000929293,-2.9636468973750847,0.001087309299897866
-1.2000602019656994,0.0630869887141037,-0.8493423806291975,0.14146780638692602
-0.058189949305896604,0.874601163367001,-0.2938874538239027,0.5082911476952696
-1.6336533988289437,0.0232459126300276,-2.5473551549104614,0.002835599199581251
