TMB_log10,TMB,H2O2_log10,H2O2
-1.683044810770244,0.020746994376538572,-1.8400076493160644,0.014454143121487118
-0.8521321725843396,0.14056196746722469,-1.1548363671686408,0.07001057311142521
-0.5990537081540919,0.2517365591959724,-0.9342997445373078,0.1163322841612432
-0.08522807854501169,0.821810945931621,-1.8838948626407777,0.013064871343370523
-0.3913763798794627,0.4060912389862878,-2.1695091270525353,0.006768475682669226
-0.6943035011499386,0.20216059114516347,-0.08336694110281595,0.825340314043663
-1.4393210541794736,0.036364610968929165,-0.17603909839638066,0.6667467410462422
-1.3666010288085215,0.04299312082052852,-0.827355837060276,0.14881412767812885
-0.47919750158046504,0.33174355815121237,-0.4933369221979005,0.32111683732321034
-0.8666311912962608,0.13594674345208466,-2.0397676115268277,0.009124989816869211
-1.206410232807202,0.062171274038216935,-1.9594960539220982,0.010977512645941519
-2.056339208436589,0.00878336218819074,-0.350460609963398,0.44621009351529267
-0.740690982236665,0.18168079339312754,-1.7853727907822758,0.016391821238889034
-2.239821867504265,0.005756760112023146,-1.29390969131656,0.05082651219644357
-2.0110405282270434,0.009748986562304905,-1.721377856211571,0.01899424973548627
-0.1566580373800286,0.6971752524657956,-0.23117277727193786,0.5872556755583251
-0.34409409225715537,0.4527994678129354,-0.683413564118792,0.20729385871456738
-0.2713819605174632,0.5353256333406237,-1.3562329812617757,0.04403185871875609
-0.05649164186509292,0.8780279848606929,-1.0632095591649344,0.08645506483811313
-0.9403220305367419,0.11473025780356651,-0.5163940308911299,0.3045130920126473
-1.771734287689972,0.016914755024672583,-0.05379087425035989,0.883505232132876
-2.2283651573723846,0.005910644546950995,-0.5937456116783271,0.25483224973333274
-1.6334267604103525,0.02325804677404457,-0.7389156270528467,0.18242500757031305
-0.5159400124150537,0.3048316013829392,-1.6264699350899328,0.02363361001915645
-1.8247655376772745,0.014970436460988622,-1.4333374377230719,0.03686910220448068
-1.3587241874983425,0.0437800055715872,-1.5788468601232037,0.026372611665836366
-1.0570045709589813,0.08769915907392638,-1.4886472190320195,0.03246031881153006
-1.292110030387955,0.051037567770549415,-1.1318578881798136,0.0738145730025361
-1.5603407209291227,0.027520687510861296,-2.254207423584547,0.005569196947337704
-1.9111972747104473,0.01226881803556494,-0.9968871082060211,0.1007193447674581
-1.1252024180125724,0.07495447765551012,-0.38945683127308217,0.4078901038968341
-2.1532860892328216,0.007026093271609125,-2.1103566403479497,0.007756099282364733
