TMB_log10,TMB,H2O2_log10,H2O2
-0.594746996153618,0.25424534132005194,-0.7613020937685857,0.1732598388931277
-0.7471273095774125,0.17900810307300524,-0.8714319773838681,0.13445223398394174
-2.1292010938954196,0.007426751730715578,-0.47551599382386356,0.334567696454888
-1.0052053207156446,0.09880858484314882,-1.1634300735277026,0.06863883860431694
-1.389401288020067,0.04079422735489767,-1.0825221763672712,0.08269472811033754
-2.287178641502655,0.005162039916596045,-0.9395683964137427,0.11492952283126816
-0.36137145986964336,0.4351395318169142,-2.1678327779810753,0.006794652055277612
-1.4581789216139105,0.034819383580581446,-0.14482890710337504,0.716425594753252
-0.05201848747374216,0.8871182475139493,-0.3476844189655772,0.44907159025419185
-0.9104240664160006,0.12290680624023133,-0.27299139217537327,0.5333454664226321
-1.557094413010418,0.027727172670567173,-2.2982157770169698,0.00503250509192294
-1.1435901760342053,0.07184719608161239,-0.6808120165595395,0.20853933458317936
-1.66110969211311,0.021821786775260737,-0.5773767014282962,0.26462038597951293
-0.1020408824646526,0.7906042006907115,-1.7824552631466664,0.01650230983537947
-0.8611734455406115,0.1376659558273682,-1.5421558181621746,0.028697507749771332
-0.30590189157375436,0.4944223658676664,-0.5388884119555635,0.28914227118792724
-1.6388581558458024,0.022968987116513788,-1.423826109104771,0.03768546608517172
-1.2361376279145613,0.05805804024451586,-0.41435299060067465,0.3851651716610187
-0.48691304065221286,0.3259019502398093,-0.09075020822542257,0.8114276299093071
-0.6474480292513718,0.22519148806793704,-1.9270326089606995,0.011829527304949659
-2.03629872952259,0.009198166580811025,-2.091535485583248,0.008099617581554404
-1.1991258951778623,0.0632228551640684,-2.0085508144899924,0.009805035840949944
-1.8135191681017178,0.015363169846641227,-0.0069625176653365095,0.9840960357493789
-1.3518376379052806,0.0444797525073334,-1.684599936598271,0.02067283619335933
-2.1797653232289638,0.0066105055893239785,-1.5833141614332107,0.026102724434371782
-1.9980381231046114,0.010045276072746193,-1.27852704868174,0.05265904168254135
-1.0412742183861445,0.09093389245738244,-2.013544744754725,0.009692933992086369
-0.27723753677526997,0.5281562983931164,-1.4842046674859504,0.032794070994139106
-0.21282054092951208,0.6126034793060322,-1.0421976043427859,0.09074075650548383
-0.5645972212554227,0.27252276006058385,-1.356967326749196,0.04395746846898451
-1.7783532344454562,0.01665891704409566,-1.861543538833454,0.013754869082297873
-1.92010084304838,0.012019853015850136,-0.8437366317997042,0.14330566810758139
