TMB_log10,TMB,H2O2_log10,H2O2
-0.9600992957952836,0.10962275292950503,-1.9248067081982003,0.011890313128311472
-0.6279284116154626,0.23554375183243106,-0.2776399984099349,0.5276670815244987
-1.5309099083426179,0.029450324988961746,-0.04074556073483171,0.9104465179456371
-0.7106112511761242,0.19471022060317017,-1.4801116810122252,0.03310459803955129
-1.362939694693364,0.043357107906404846,-2.2333281186737297,0.005843484297183801
-0.2966869515492294,0.505025199009438,-0.09506889831688436,0.8033986575077756
-1.7924078207123577,0.01612843318059167,-1.1305651883990044,0.07403461317967777
-1.6246840310441988,0.02373099615473369,-1.966645958811007,0.010798266489622923
-1.5048642098354166,0.031270569462063684,-1.37557916290733,0.04211345156398934
-2.212226188282366,0.006134424302350553,-0.42584193006056204,0.3751095058165102
-0.16810637666410688,0.6790372879553455,-1.6718626519728137,0.02128812188140079
-0.41558017513148515,0.3840783479056482,-0.8034482025196095,0.1572359313597673
-0.49532393631785143,0.31965099724587637,-1.0661670103443779,0.08586832466145107
-1.0844706371600914,0.08232454950278977,-1.162284201751441,0.0688201790586863
-1.023088937677274,0.09482242598227818,-0.35213036347859217,0.4444978211960435
-2.0753618477312616,0.008406943956387447,-1.2532911673385772,0.055809590081904246
-1.7106427343743145,0.019469610603682908,-0.7457414593744696,0.17958023710074322
-0.2767759467632005,0.5287179478849925,-2.0581135955795915,0.0087475494134767
-0.02436473749895729,0.9454428079845686,-1.3644876285613108,0.043202847433139506
-0.5401243112111811,0.2883206104327944,-2.1822691694618674,0.006572503567927582
-0.8145543899505514,0.1532659247946752,-1.776767276322373,0.016719863350440418
-1.285693882328727,0.05179718019420273,-0.48644289568625054,0.3262549460348679
-1.426068391232437,0.037491395740909914,-0.687228990435955,0.20548068723556248
-0.9231060380653484,0.11936966139233016,-0.9781175095441619,0.1051677276981121
-0.7390291569422807,0.18237732567467718,-0.646754397365408,0.22555143922240511
-0.1017002722021414,0.7912245022194891,-0.5631938096724725,0.2734048348685616
-1.887759455418403,0.012949128619047554,-0.14760303861477508,0.711863886568809
-2.2814139906081667,0.005231015530188513,-1.8090083092268303,0.015523573088844219
-2.09286230305494,0.00807491011904737,-0.8734174120191074,0.13383897069765874
-1.2117098726520286,0.061417216150439206,-1.5383302335424158,0.02895141311601548
-2.0046532765519376,0.00989342631271094,-2.149307516153959,0.007090755064810198
-1.8009612379782718,0.015813891764681853,-1.6400810851398107,0.022904399752540883
