TMB_log10,TMB,H2O2_log10,H2O2
-2.0945207245556063,0.008044133609881534,-2.058822456501576,0.00873328319908979
-1.8594190456071054,0.013822320359921847,-0.4156759655363784,0.3839936427922475
-0.2224935902931624,0.5991097807446996,-2.1334728739817908,0.007354059274695389
-0.14170735207876772,0.7215935588608143,-1.5439261378136555,0.028580765864715113
-1.3273287152148527,0.04706209810045484,-1.0922321629834817,0.08086634923051794
-1.4260820213978873,0.037490219106323705,-1.8643207478052544,0.013667190636074697
-2.0679132033674548,0.008552376207162074,-0.17802097798903427,0.6637110099932495
-0.4075989138302456,0.39120201778170305,-1.885926968817569,0.01300388233599306
-0.9838697678165471,0.10378395868271893,-1.3762857679466565,0.04204498792145886
-0.17524873966579868,0.6679612370346392,-0.09264005035610223,0.8079043558306838
-0.48499687607300923,0.32734304948418624,-1.2989182919505131,0.05024371090160837
-1.524425771222928,0.0298933253426215,-1.5901936574728568,0.02569249865870679
-1.9733787267132261,0.010632154362979401,-1.2229515853047876,0.05984783090784183
-1.4717043419493891,0.033751700455462226,-0.07015425923601626,0.8508357718970866
-1.6053873070919547,0.024809196156286045,-0.7668794287580785,0.1710490124929508
-1.6805283523834573,0.02086755888164466,-2.226786524538253,0.005932168459474173
-2.1665579109580695,0.00681462699086496,-0.6738034017721755,0.21193203008387962
-1.7664170353588526,0.017123122538572816,-0.9671794217594114,0.1078501064860898
-1.1333392256271098,0.07356322736953134,-0.8225375752055604,0.15047433226152307
-0.8504916907611928,0.14109392313183816,-2.2700193880348483,0.005370078224097011
-0.3383352084612543,0.45884371943229335,-0.6351330459731608,0.23166848256045952
-1.0404650608006907,0.09110347424996237,-1.1760079630458509,0.06667945430297326
-0.6634810993563054,0.2170295653518743,-1.0645689645399432,0.08618487090892885
-1.1903936300193796,0.06450692947192793,-1.9906101878979705,0.010218562653900323
-0.7747248762390548,0.16798678704731804,-0.5173462335844963,0.3038461700047625
-2.24021733171008,0.005751520449872371,-1.460605153895739,0.034625403742458497
-1.250284665594942,0.05619728499213353,-0.4815888977137468,0.3299218677901043
-0.9194717670271404,0.12037276401641266,-0.21887136768685256,0.6041275375103122
-1.9255582394391704,0.0118697551545284,-1.713027782862306,0.01936298090339568
-0.010052408937342605,0.9771192989552548,-0.9271080761824961,0.11827471870131016
-0.6256115928094088,0.2368036582011077,-1.7822961700249973,0.01650835615885525
-0.5496488413776512,0.28206627200678014,-0.34263766563124687,0.4543205007663967
